[07-18-2016 15:28:47.006] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(57) - Initializing SQLPlus version 0.1.0-SNAPSHOT
[07-18-2016 15:56:11.198] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.<init>(36) - Parsed and created an Alert
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.execute(113) - Query to be executed: "Alert [statement=alert before insert in cards where name = 'blue';]"
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.printResult(47) - Printing message that acknowledges that an alert was created
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:11.199] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:21.243] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(211) - Raw input from the user: alert before insert in cards where name = 'blue';
[07-18-2016 15:56:21.243] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(217) - Will parse the user input to determine what to execute
[07-18-2016 15:56:21.243] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:56:21.243] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.core.statement.Statement.<init>(42) - Created a Statement
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.<init>(36) - Parsed and created an Alert
[07-18-2016 15:56:21.244] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.execute(113) - Query to be executed: "Alert [statement=alert before insert in cards where name = 'blue';]"
[07-18-2016 15:56:21.245] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:21.245] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:21.245] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.printResult(47) - Printing message that acknowledges that an alert was created
[07-18-2016 15:56:21.245] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:56:21.245] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:58:45.342] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(193) - The user wants to quit SQLPlus
[07-18-2016 15:58:45.342] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(412) - Attempting to disconnect the SQLPlusConnection
[07-18-2016 15:58:45.342] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.disconnect(129) - Attempting to disconnect from the database
[07-18-2016 15:58:45.344] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.disconnect(131) - Disconnected from the database
[07-18-2016 15:58:45.345] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(414) - Disconnected the SQLPlusConnection
[07-18-2016 15:58:45.345] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(417) - Reset the console from jline
[07-18-2016 15:58:45.345] [main] INFO  com.mijecu25.sqlplus.SQLPlus.resetConsole(429) - About to reset the console from jline
[07-18-2016 15:58:45.350] [main] INFO  com.mijecu25.sqlplus.SQLPlus.resetConsole(431) - Reset the console from jline
[07-18-2016 15:58:45.352] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(420) - Quitting SQLPlus
[07-18-2016 15:58:47.899] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(59) - Initializing SQLPlus version 0.1.0-SNAPSHOT
[07-18-2016 15:58:47.991] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(101) - Create SQLPlusConnection
[07-18-2016 15:58:47.991] [main] INFO  com.mijecu25.sqlplus.SQLPlus.createSQLPlusConnection(399) - Connection with username, password, and host
[07-18-2016 15:58:47.991] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.getConnection(109) - Creating a new SQLPlusMySQLConnection instance with username:sqlplus password:********* host:127.0.0.1
[07-18-2016 15:58:47.991] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.<init>(55) - Instantiating the credentials that will be used to connect to a mysql database
[07-18-2016 15:58:47.992] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.<init>(38) - Creating SQLPlusMySQLConnection with username:sqlplus password:********* host: 127.0.0.1 port:3306
[07-18-2016 15:58:47.992] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.<init>(42) - Will connect to a MySQL database using the credentials provided
[07-18-2016 15:58:47.992] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.connect(77) - Adding the connection properties to connect to a mysql database
[07-18-2016 15:58:48.010] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.connect(89) - Attempting to connect to the database: jdbc:mysql://127.0.0.1:3306/
[07-18-2016 15:58:48.205] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.getConnection(114) - Returning a SQLPlusMySQLConnection instance SQLPlusConnection [username=sqlplus, host=127.0.0.1, database=mysql, port=3306]
[07-18-2016 15:58:48.205] [main] INFO  com.mijecu25.sqlplus.SQLPlus.createSQLPlusConnection(403) - Created and returning a SQLPlusConnection SQLPlusConnection [username=sqlplus, host=127.0.0.1, database=mysql, port=3306]
[07-18-2016 15:58:48.205] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(33) - Creating a new AlertManager
[07-18-2016 15:58:48.205] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(37) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@74294adb
[07-18-2016 15:58:48.420] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(193) - The user wants to quit SQLPlus
[07-18-2016 15:58:48.420] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(412) - Attempting to disconnect the SQLPlusConnection
[07-18-2016 15:58:48.420] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.disconnect(129) - Attempting to disconnect from the database
[07-18-2016 15:58:48.422] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.disconnect(131) - Disconnected from the database
[07-18-2016 15:58:48.422] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(414) - Disconnected the SQLPlusConnection
[07-18-2016 15:58:48.422] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(417) - Reset the console from jline
[07-18-2016 15:58:48.422] [main] INFO  com.mijecu25.sqlplus.SQLPlus.resetConsole(429) - About to reset the console from jline
[07-18-2016 15:58:48.427] [main] INFO  com.mijecu25.sqlplus.SQLPlus.resetConsole(431) - Reset the console from jline
[07-18-2016 15:58:48.427] [main] INFO  com.mijecu25.sqlplus.SQLPlus.exitSQLPlus(420) - Quitting SQLPlus
[07-18-2016 15:58:54.000] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(59) - Initializing SQLPlus version 0.1.0-SNAPSHOT
[07-18-2016 15:58:54.096] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(101) - Create SQLPlusConnection
[07-18-2016 15:58:54.096] [main] INFO  com.mijecu25.sqlplus.SQLPlus.createSQLPlusConnection(399) - Connection with username, password, and host
[07-18-2016 15:58:54.097] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.getConnection(109) - Creating a new SQLPlusMySQLConnection instance with username:sqlplus password:********* host:127.0.0.1
[07-18-2016 15:58:54.097] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.<init>(55) - Instantiating the credentials that will be used to connect to a mysql database
[07-18-2016 15:58:54.097] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.<init>(38) - Creating SQLPlusMySQLConnection with username:sqlplus password:********* host: 127.0.0.1 port:3306
[07-18-2016 15:58:54.097] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.<init>(42) - Will connect to a MySQL database using the credentials provided
[07-18-2016 15:58:54.097] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.connect(77) - Adding the connection properties to connect to a mysql database
[07-18-2016 15:58:54.114] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.connect(89) - Attempting to connect to the database: jdbc:mysql://127.0.0.1:3306/
[07-18-2016 15:58:54.307] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusMySQLConnection.getConnection(114) - Returning a SQLPlusMySQLConnection instance SQLPlusConnection [username=sqlplus, host=127.0.0.1, database=mysql, port=3306]
[07-18-2016 15:58:54.307] [main] INFO  com.mijecu25.sqlplus.SQLPlus.createSQLPlusConnection(403) - Created and returning a SQLPlusConnection SQLPlusConnection [username=sqlplus, host=127.0.0.1, database=mysql, port=3306]
[07-18-2016 15:58:54.307] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(35) - Creating a new AlertManager
[07-18-2016 15:58:54.308] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(39) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@1188e820
[07-18-2016 15:58:54.323] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(211) - Raw input from the user: alert before insert in cards where name = 'blue';
[07-18-2016 15:58:54.323] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(217) - Will parse the user input to determine what to execute
[07-18-2016 15:58:54.339] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:58:54.339] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:58:54.339] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:58:54.340] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.compiler.core.statement.Statement.<init>(42) - Created a Statement
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.<init>(36) - Parsed and created an Alert
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.execute(113) - Query to be executed: "Alert [statement=alert before insert in cards where name = 'blue';]"
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(39) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@1188e820
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.addAlert(59) - Adding alert
[07-18-2016 15:58:54.341] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(39) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@1188e820
[07-18-2016 15:58:54.342] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.printResult(47) - Printing message that acknowledges that an alert was created
[07-18-2016 15:58:54.342] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(39) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@1188e820
[07-18-2016 15:58:54.342] [main] INFO  com.mijecu25.sqlplus.compiler.alert.AlertManager.getManager(39) - Returning an AlertManager instance com.mijecu25.sqlplus.compiler.alert.AlertManager@1188e820
[07-18-2016 15:59:02.315] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(211) - Raw input from the user: alert before insert in cards where name = 'blue';
[07-18-2016 15:59:02.315] [main] INFO  com.mijecu25.sqlplus.SQLPlus.main(217) - Will parse the user input to determine what to execute
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionConstant.<init>(19) - Parsed and created an ExpressionConstant
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionLiteral.<init>(22) - Parsed and created an ExpressionConstant
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.Expression.<init>(16) - Parsed and created an Expression
[07-18-2016 15:59:02.316] [main] INFO  com.mijecu25.sqlplus.compiler.core.expression.ExpressionBinary.<init>(25) - Parsed and created an ExpressionBinary
[07-18-2016 15:59:02.317] [main] INFO  com.mijecu25.sqlplus.compiler.core.statement.Statement.<init>(42) - Created a Statement
[07-18-2016 15:59:02.317] [main] INFO  com.mijecu25.sqlplus.compiler.alert.Alert.<init>(36) - Parsed and created an Alert
[07-18-2016 15:59:02.317] [main] INFO  com.mijecu25.sqlplus.connection.SQLPlusConnection.execute(113) - Query to be executed: "Alert [statement=alert before insert in cards where name = 'blue';]"
